70;62;Обращение к элементу кортежа;Как обратиться к элементу кортежа по индексу?;;1;10
71;63;Удаление элемента кортежа;Как удалить элемент кортежа?;;1;10
72;64;Объединение кортежей;Можно ли объединить 2 кортежа в 3ий?;;1;10
73;65;Разные типы данных  в кортеж;Какие типы данных можно превратить в кортеж и как?;;1;11
74;66;Список внутри кортежа;Допустим, что в кортеже один из элементов – список. Можно ли в этот элемент кортежа добавить элемент?;;1;11
75;67;Подсчет количества определенных элементов кортежа;Как посчитать сколько элементов в кортеже с определенным значением;;1;11
76;68;Индекс элемента кортежа;Как найти индекс первого элемента со значением в кортеже?;;1;11
77;69;Определение range();Что такое range()?;;1;11
78;70;Список с помощью range();Как сделать список с помощью диапазона range()?;;1;11
79;71;Обратный ход range();Как задать последовательность диапазона range() в обратном порядке?;;1;12
80;72;Оператор * и range();Как использовать * (оператор упаковки и распаковки) для диапазона range?;;1;12
81;73;Строковый тип данных;Что такое строковый тип данных?;;1;12
82;74;f-строки;Что такое f-строки?;;1;12
83;75;Контакенанция строк;Что такое контакенанция строк?;;1;12
84;76;Дублирование строк;Как можно сделать дублирование строк?;;1;12
85;77;Число символов в строке;Как определить количество символов в строке?;;1;12
86;78;Подстрока в строке;Как определить, что одна строка входит в другую без использования алгоритмов (типа КМП)?;;1;13
87;79;Сравнение строк;Как производится сравнение строк?;;1;13
88;80;Строка и ASCII;Как узнать числовое значение символа по таблице ASCII?;;1;13
89;81;Срез строк;Как сделать срез строк?;;1;13
90;82;Срез с шагом в строке;Как в срезе задать шаг перебора символов?;;1;13
91;83;Инверсия строки;Как инвертировать строку с помощью среза?;;1;13
92;84;Строка и множество;Как обратить строку в множество set()?;;1;14
93;85;Обращение к символу строки;Как сделать обращение к элементу строки по индексу?;;1;14
94;86;Строка и список;Как произвести разделение строки на слова или другие фрагменты текста и сохранить полученное в список list?;;1;14
95;87;Список в строку;Как создать строки из списка?;;1;14
96;88;Нижний регистр строки;Как сделать перевод всех символов из ВЕРХНЕГО РЕГИСТРА в нижний регистр?;;1;15
97;89;Верхний регистр строки;Как сделать перевод всех символов из нижнего регистра в ВЕРХНИЙ РЕГИСТР?;;1;15
98;90;Строка в виде заголовка;Как сделать первый символ в верхнем регистре, а остальные в нижнем?;;1;15
99;91;Строка в виде имени человека;Как сделать, чтобы первый символ каждого нового слова переведен в верхний регистр, остальные в нижний?;;1;15
100;92;Замена слова в строке;Как произвести замену слова?;;1;15
101;93;Удаление элемента строки;Как удалить из строки ненужные элементы?;;1;16
102;94;Число повторений подстроки в строке;Как возвратить число повторений подстроки в строке?;;1;16
103;95;Анализ состава строки;Как проверить из чего состоит строка: только ли из букв или только ли из цифр?;;1;16
104;96;Специальные символы с строках;Перечислите специальные символы в строках?;;1;16
105;97;r-строки;Что такое r-строки?;;1;17
106;98;Понятия множества;Что такое множества?;;1;17
107;99;Изменение элемента множества;Можно ли изменить отдельный элемент в множестве?;;1;17
108;100;Тип данных во множестве;Что может быть элементами множества?;;1;17
109;101;Одинаковые элементы множества;Возможно ли наличие двух и более одинаковых элементов в множестве?;;1;17
110;102;Механизм работы множества при одинаковых элементах;Что будет, если одинаковые элементы попадают в множество?;;1;17
111;103;Список в множество;Как из списка можно получить множество?;;1;17
112;104;Добавление элемента в множество;Как можно добавить элемент в множество?;;1;18
113;105;Операции над множествами;Какие операции можно производить над множествами?;;1;18
114;106;Словари;Что такое словари в Python и из чего они состоят?;;1;18
115;107;Тип данных ключа словаря;Что может быть ключом в словаре?;;1;18
116;108;Тип данных значения словаря;Что может быть значением в словаре?;;1;18
117;109;Получение значения словаря;Как получить значение ключа словаря?;;1;18
118;110;Ключи словаря в список;Как можно преобразовать ключи словаря в список?;;1;18
119;111;Ключи словаря в множество;Как можно преобразовать ключи словаря во множество?;;1;19
120;112;Словарь из списка кортежей;Как можно создать словарь из списка кортежей?;;1;19
121;113;Создание словаря с присвоением;Как можно создать словарь с помощью непосредственного присвоения аргументов?;;1;19
122;114;Создание словаря встроенным методом;Назовите еще один способ создания словаря?;;1;19
123;115;Проверка наличия ключа в словаре;Как проверить есть ли ключ в словаре?;;1;19
124;116;Добавление нового элемента в словарь;Как добавить новый элемент в словарь?;;1;20
125;117;Объединение словарей;Как можно объединить 2 словаря?;;1;20
126;118;Удаление ключа словаря;Как удалить элемент из словаря?;;1;20
127;119;Возврат значения удаляемого элемента словаря;Как удалить элемент словаря и возвратить значение удаляемого элемента?;;1;20
128;120;Получение всех ключей и значений словаря;Как получить все ключи и все значения словаря?;;1;21
129;121;Перебор словаря;Как перебрать по ключам словарь и как по значениям?;;1;21
130;122;Перебор одновременно ключей и значений словаря;Как получить из словаря пары ключ-значение и как их перебрать?;;1;21
131;123;Удаление всех элементов словаря;Как удалить все элементы словаря?;;1;22
132;124;Копия словаря;Как сделать копию словаря?;;1;22
133;125;Возврат значения по ключу;Как возвратить значение по заданному ключу и если нет ключа он его создаст в словаре это ключ;;1;22
134;126;Тернарный условный оператор;Что такое тернарный условный оператор?;;1;22
135;127;Тернарный условный оператор для строки;Примените тернарный условный оператор для строк?;;1;22
136;128;Циклы в Python;Какие циклы бывают в Python?;продемонстрируйте  на любых примерах работу этих циклов, в том числе и совместно, а также работу вложенных циклов;1;22
137;129;Оператор else в циклах while и for;Какую роль в цикле while играет ключевое слово else?;;1;23
138;130;Понятие итератора;Что такое итератор в Python. Приведите примеры?;;1;23
139;131;Назначение iter() и next();Для чего нужны iter() и next()?;;1;23
140;132;Перебор по индексу и значению одновременно;Как одновременно при переборе элементов списка, кортежа сразу брать индекс и значение элемента. Приведите пример?;;1;23
141;133;list comprehension;Как можно сгенерировать список?;;1;23
142;134;Тернарный оператор в list comprehension;Приведите пример использования тернарного оператора при генерации списка?;;1;23
143;135;dict comprehension;Покажите на любом примере генератор словаря?;;1;24
144;136;Ключ в значение, значение в ключ;Как сделать обратное преобразование ключей в значения, а значений в ключи?;;1;24
145;137;set comprehension;Как сделать генератор множеств?;;1;24
146;138;Функции в Python;Что такое функция в Python и из какой части программы можно вызвать функцию?;;1;24
147;139;Параметры функции и передаваемые аргументы;Какие типы аргументов могут быть переданы в параметры функции?;;1;24
148;140;Позиционные аргументы;Приведите примеры позиционных аргументов?;;1;24
149;141;Именованные аргументы;Приведите пример именованных аргументов?;;1;25
150;142;Параметры функции;Какие могут быть параметры у функции?;;1;25
151;143;Параметры по-умолчанию;Как задать в функции параметры по-умолчанию?;;1;25
152;144;Произвольное число параметров;Что делать, если при объявлении функции произвольное число фактических и формальных параметров?;;1;25
153;145;Рекурсия;Что такое рекурсия?;;1;25
154;146;Назначение рекурсии;Для чего нужна рекурсия?;;1;26
155;147;Условия правильной работы рекурсии;Что требуется для того, чтобы правильно работала рекурсия?;;1;26
156;148;Рекурсивная функция;Приведите пример рекурсивной функции?;;1;26
157;149;Рекурсия и цикл;Какое отличие рекурсии от цикла?;;1;26
158;150;Решение задач на рекурсию;Каков порядок решения задач на рекурсию?;;1;26
159;151;"Рекурсия ""под капотом""";Опишите процесс работы рекурсии в памяти компьютера. Что может произойти, когда не задан крайний случай?;;1;26
160;152;Глубина рекурсии;Что такое глубина рекурсии?;;1;27
161;153;Лямбда-функции;Что такое лямбда-функция. Приведите пример?;;1;27
162;154;Лямбда-функции и return;Нужен ли return в лямбда-функции?;;1;27
163;155;Тернарный оператор в лямбда-функции;Может ли быть в выражении лямбда-функции тернарный оператор?;;1;27
164;156;Отличие лямбда-функции от обычной;В чем отличие лямбда-функции от обычной функции?;;1;27
165;157;Ограничение лямбда-функции;Какие ограничения есть у лямбда-функций?;;1;28
166;158;Глобальные и локальные переменные;Что такое глобальные и локальные переменные, приведите примеры?;;1;28
167;159;Ключевое слово global;Объясните суть ключевого слова global. Приведите пример?;;1;28
168;160;Ключевое слово nonlocal;Объясните суть ключевого слова nonlocal?;;1;28
169;161;Замыкания в Python;Дайте определение замыканиям в Python?;;1;29
170;162;Механизм замыканий Python;Объясните механизм замыкания с примерами?;;1;29
171;163;Декораторы;Дайте определение декоратора в Python?;;1;30
172;164;Функция-декоратор;Напишите в общем виде функцию декоратор и как она работает?;;1;30
173;165;args и kwards во wrapper;Для чего нужны во wrapper args и kwargs?;;1;31
174;166;Декораторы с параметрами;Для чего в декораторах иногда используются параметры?;;1;31
175;167;Syntax sugar и декораторы;Каким символом может быть вызван декоратор?;;1;32
176;168;Понятие @wraps;Что такое @wraps и для чего он нужен?;;1;32
177;169;Конструкция  if _ _ name _ _ == _ _ main _ _;Что такое конструкция if _ _ name _ _ == _ _ main _ _ и для чего она нужна?;;1;33
178;170;Пакеты в Python;Что такое пакеты в Python?;;1;34
179;171;Файлы в Python;Что такое файлы в Python?;;1;34
180;172;Функция для работы с файлами;Какая основная функция при работе с файлами?;;1;34
181;173;Файловая позиция;Расскажите о чтении информации из файла, о файловой позиции?;;1;34
182;174;Ошибка EOF;Что такое EOF?;;1;35
183;175;Управление файловой позицией;Как управлять файловой позицией?;;1;35
184;176;Отображение файловой позиции;Как отобразить текущую файловую позицию?;;1;35
185;177;Чтение строки файла;Как прочитать только строку?;;1;36
186;178;Перебор строк файла;Как сделать перебор строк файла?;;1;36
187;179;Список из строк в файле;Как из файла получить список из строк?;;1;36
188;180;Завершение работы с файлом;Что надо сделать с файлом, когда мы с ним перестали работать?;;1;36
189;181;Обработка исключений;Как в Python происходит обработка исключений?;;1;36
190;182;Менеджер контекста;Что такое ключевое слово with в Python и где используется?;;1;37
191;183;Создание файла;Как создать файл?;;1;37
192;184;Перезапись файла;Как полностью перезаписать файл?;;1;37
193;185;Новые строки в файле;Как записать несколько строчек с новой строки?;;1;37
194;186;Новая информация в файле;Как добавить в файл новую информация, не перезаписывая его?;;1;37
195;187;Бинарный режим работы с файлами;Что такое бинарный режим работы с файлом?;;1;38
196;188;Бинарные файлы;Как создать файл в бинарном режиме?;;1;38
197;189;Чтение бинарного файла;Как прочитать коллекцию из файла .bin?;;1;38
198;190;Несколько значений в бинарном файле;Как в бинарный файл сохранить сразу несколько значений?;;1;39
199;191;Чтение данных из бинарного файла;Как прочитать данные из бинарного файла?;;1;39
200;192;Генераторы;Что такое генераторы в Python?;;1;39
201;193;Задание генератора;Как задать объект генератора?;;1;40
202;194;Получение значения элемента генератора;Как получить конкретное значение из генератора?;;1;40
203;195;Генераторы и цикл for;Можно ли использовать цикл for для перебора элементов генератора?;;1;40
204;196;Количество циклов for в генераторе;Сколько раз можно использовать цикл  for для генератора?;;1;40
205;197;Генераторы в другие типы данных;Можно ли генератор превратить в другой тип данных?;;1;40
206;198;Агрегирующие функции для генераторов;Можно ли использовать функции sum, max, min для генератора?;;1;40
207;199;Число элементов генератора;Можно ли использовать функцию len() для подсчета количества элементов в генераторе?;;1;40
208;200;Оператор yield;Что такое оператор yield и где он используется?;;1;40
209;201;Функция map;Что такое функция map и как она работает?;;1;41
210;202;Функция filter;Что такое функция filter и как она работает?;;1;41
211;203;Функция zip;Что такое функция zip и как она работает?;;1;42
212;204;Функция isinstance;Что такое функция isinstance и как она работает?;;1;42
213;205;Функция all;Что такое функция all() и как она работает?;;1;42
214;206;Функция any;Что такое функция any() и как она работает?;;1;43
215;207;Операторы match-case;Что такое конструкция match-case и где используется?;;1;43
216;208;Мануальное тестирование;Что такое мануальное тестирование программы Python?;;1;44
217;209;Оператор assert;Что такое assert и когда используется?;;1;44
218;210;Автотесты в Python;Какие библиотеки в Python существуют для написания автотестов кода?;;1;45
219;211;Понятие TDD;Что такое TDD?;;1;45
220;212;Паттерн ААА;Что такое паттерн ААА при написании автотестов?;;1;45
221;213;Понятие фикстуры;Что такое фикстуры при тестировании?;;1;45
222;214;Работа с временем, датами в Python;Для чего используется стандартные библиотеки time и datetime. В чем их отличие?;;1;45
223;215;Работа с псевдослучайными числами;Для чего используется стандартная библиотека random?;;1;45
224;216;Функция reduce;Что такое функция reduce и для чего она используется?;;1;45
225;0;Программы в ООП;Какая последовательность реализации программы в парадигме ООП?;;2;0
226;1;Понятие класса;Что такое класс?;напишите класс;2;0
227;2;Атрибуты класса;Какие бывают атрибуты в классе и где они прописываются?;напишите класс и все атрибуты в нем;2;0
228;3;Методы класса;Что такое метод класса?;напишите класс и объявите в нем методы;2;0
229;4;Понятие интерфейса;Что такое интерфейс?;напишите класс и создайте к нему интерфейс;2;0
230;5;Экземпляр класса;Что такое объект (экземпляр) класса?;напишите класс и создайте его экземпляр;2;0
231;6;Отсутствие атрибута в классе;Что будут, если в экземпляре класса не существует атрибут?;напишите класс, создайте экземпляр, вызовите несуществующее свойство экземпляра, но существующее у самого класса;2;0
232;7;Понятие SOLID;Что такое SOLID?;;2;1
233;8;Назначение SOLID;Для чего нужно соблюдать SOLID?;;2;1
234;9;Характеристика SOLID;Охарактеризуйте каждый из принципов SOLID?;;2;1
235;10;Понятие инкапсуляции;Что такое инкапсуляция?;;2;1
236;11;Понятие наследования;Что такое наследование?;;2;2
237;12;Понятие полиморфизма;Что такое полиморфизм?;;2;2
238;13;Скобки после названия класса;После объявления класса ставятся скобки?;;2;2
239;14;Что внутри класса;как можно посмотреть содержимое класса?;создайте класс, опишите методы, создайте экземпляр, посмотрите содержимое класса и экземпляра;2;2
240;15;Определение типа объекта;Как определить к какому классу относятся объекты, которые мы создали?;создайте класс, опишите методы, создайте экземпляр, определите к какому классу он относится.;2;2
241;16;Определение принадлежности к классу;Как проверить к относится ли объект к данному классу или нет?;;2;2
242;17;Новый атрибут в классе;Как в классе создать новый атрибут?;;2;2
243;18;Добавление нового атрибута;Какую функцию можно использовать для добавления нового свойства в класс?;добавьте новое свойство в класс;2;2
244;19;Удаление атрибута;Как удалить атрибут из класса?;;2;2
245;20;Наличие атрибута в классе;Как проверить, есть ли атрибут в классе?;;2;3
246;21;Поиск в атрибуте класса;Как происходит поиск в атрибуте объекта класса?;;2;3
247;22;Понятие self;Что такое self?;;2;3
248;23;self в методах класса;Для чего нужно у метода класса указывать параметр self?;;2;3
249;24;Понятие инициализатора (конструктора) класса;Что такое _ _ init _ _?;;2;3
250;25;Порядок вызова инициализатора;_ _ init _ _ вызывается самый первый при создании экземпляра класса?;;2;3
251;26;Метод _ _ del _ _;Что такое _ _ del _ _ и прописывается ли он?;;2;4
252;27;Удаление объектов в Python;Когда и в какой момент происходит удаление объектов?;;2;4
253;28;"Удаление ""под капотом""";Что значит удаление объекта?;;2;4
254;29;Порядок вызова метода _ _ new _ _;Когда вызывается метод  _ _ new _ _ ?;;2;4
255;30;Назначение метода _ _ new _ _;Зачем нужен метод _ _ new _ _ ?;;2;4
256;31;Методы  _ _ new _ _ и _ _ init _ _;Зачем было создавать 2 разных метода new и init, которые вызываются при создании объектов класса?;;2;4
257;32;Отличие cls от self;Чем отличается cls от self?;;2;4
258;33;Неизвестное число аргументов в _ _ new _ _;При вызове метода  _ _ new _ _ используется args и kwargs. Для чего?;;2;4
259;34;Метод _ _ new _ _  для своего класса;Напишите метод _ _ new _ _ для своего класса?;;2;4
260;35;Паттерн Singleton;Что такое паттерн Singleton?;реализуйте паттерн Singleton;2;5
261;36;Обозначение методов класса;Что такое методы класса и как они обозначаются?;реализуйте метод класса;2;6
262;37;Особенности @classmethod;Какая особенность у метода класса @classmethod?;;2;7
263;38; @classmethod и экземпляр класса;Имеет ли метод класса @classmethod доступ к экземпляру класса?;;2;7
264;39;Статический метод класса @staticmethod;Что такое статический метод класса @staticmethod?;реализуйте статический метод класса;2;7
265;40;Реализация инкапсуляции в Python;Как осуществляется инкапсуляция в Python?;;2;8
266;41;Публичный режим доступа;Что делает публичный режим доступа?;реализуйте публичный режим доступа;2;8
267;42;Защищенный режим доступа;Что делает защищенный режим доступа и какая у него особенность?;реализуйте защищенный режим доступа;2;9
268;43;Приватный режим доступа;Что делает приватный режим доступа и какая у него особенность?;реализуйте приватный режим;2;9
269;44;Работа с защищенными атрибутами;Как можно работать с защищенными локальными атрибутами?;;2;10
270;45;Назначение приватных атрибутов;Зачем в классе создавать приватные атрибуты и еще дополнительно работать с ними из вне?;;2;10
271;46;Обращение к приватным атрибутам;Как узнать какие приватные свойства есть у экземпляра класса?;;2;11
272;47;Запрет обращения к методам класса;Как надежно запретить обращение к методам класса?;;2;11
273;48;Работа с приватными атрибутами;Какой самый простой способ для работы с приватными атрибутами класса?;;2;11
274;49;Функция property;Для чего служит функция property?;;2;11
275;50;Понятие объектов-свойств;Что такое объекты-свойства и как они работают?;реализуйте объекты-свойства и обратитесь и изменяйте приватный атрибут экземпляра класса;2;11
276;51;Декоратор @property;В каких случаях целесообразно использовать объекты-свойства @property?;;2;12
277;52;Дескрипторы;Что применяют, если требуется много объектов-свойств в классе?;напишите дескриптор;2;12
278;53;Метод для считывания атрибута при присвоении значения;Какой метод вызывается, когда происходит считывание атрибута через экземпляр класса?;покажите практическое использование метода getattribute;2;13
279;54;Процесс присвоения значения атрибуту;Какой метод вызывается, когда идет присвоение какому-нибудь атрибуту какого-либо значения?;покажите практическое применение setattr;2;14
280;55;Обращение к несуществующему атрибуту;Какой метод вызывается, когда идет обращение к несуществующему экземпляру класса?;покажите практическое применение getattr;2;15
281;56;Метод при удалении атрибута;Какой метод вызывается, когда удаляется определенный атрибут из экземпляра класса?;покажите практическое применение delattr;2;15
282;57;Круглые скобки у экземпляра класса;Допустим экземпляр класса создается следующим образом p = Counter(). Что означают круглые скобки?;;2;16
283;58;Понятие функтора;Что такое функторы?;Напишите программу, в которой можно было использовать экземпляры класса следующим образом с(), с(20);2;16
284;59;Замыкания и классы;Как можно с помощью класса реализовать замену замыканий функций?;;2;19
285;60;Декоратор с помощью класса;Как создать декоратор с помощью класса?;;2;19
286;61;Вывод в консоль информации о классе;Как в консоль вывести экземпляр класса с помощью строки? Чтобы не было отображение ячейки памяти?;реализуйте метод для отображения информации в консоль;2;20
287;62;Функция len и экземпляр класса;Как можно к экземпляру класса применить функцию len?;;2;20
288;63;Функция abs и экземпляр класса;Как можно к экземпляру класса применить функцию abs?;;2;21
289;64;Сложение экземпляров класса;Как можно сложить экземпляры классов?;напишите программу, которая складывает, вычитает, умножает и инкрементирует экземпляры класса, а также сложение с числом.;2;23
290;65;Сравнение экземпляров класса;Можно ли сравнивать экземпляры классов?;реализуйте сравнение экземпляров класса;2;24
291;66;Хеширование;Что такое hash в Python?;;2;25
292;67;Хешируемые объекты;Что в Python является хешируемыми объектами?;;2;25
293;68;Назначение хешей;Для чего используется hash?;;2;25
294;69;Хешируемость экземпляров класса;Экземпляры классы являются хешируемыми объектами?;реализуйте выполнение hash для экземпляра класса;2;25
295;70;Функция bool в экземплярах класса;Как правильно можно использовать функцию bool и для чего её надо использовать?;реализуйте функцию bool для экземпляра класса;2;26
296;71;Работа с последовательностями в ООП;Какие методы существуют для работы с последовательностями?;реализуйте методы для работы с последовательностями?;2;26
297;72;Экземпляр класса как итерируемый объект;Как сделать экземпляр класса итерируемым?;;2;27
298;73;Наследование в ООП;Как обозначается наследование в Python?;;2;27
299;74;Поиск атрибутов и методов в дочернем классе;Какой порядок поиска атрибутов и методов в дочернем классе?;;2;28
300;75;Наследование и принцип DRY;Как наследование соотносится с принципом DRY?;;2;28
301;76;self в родительском классе;Какие особенности у self в родительском классе?;;2;28
302;77;Наличие методов у базового класса;Откуда берутся все магические методы у базового класса в программе?;;2;28
303;78;Проверка наследования;Как проверить наследование?;;2;28
304;79;Расширение дочернего класса;Что такое расширение дочернего класса?;;2;28
305;80;Переопределение дочернего класса;Что такое переопределение дочернего класса?;;2;28
306;81;Обращение к базовому классу из дочернего;Как обратиться к базовому классу из дочернего?;;2;28
307;82;Callable();Что такое Callable()?;;2;29
308;83;Дочерний класс и приватные свойства;Можно ли из дочернего класса вызвать приватные свойства базового класса?;;2;29
309;84;Нижние подчеркивания;Если метод начинается и заканчивается двойными подчеркиваниями - он приватный или публичный?;;2;29
310;85;Режим доступа к магическим методам;Магические методы являются приватными или публичными?;;2;29
311;86;Понятие полиморфизма в ООП;Что такое полиморфизм?;;2;29
312;87;Реализация полиморфизма;Что нужно для реализации полиморфизма?;;2;29
313;88;Абстрактные методы;Что такое абстрактные методы?;реализуйте полиморфизм с абстрактными методами на любом примере;2;29
314;89;Полиморфизм и наследование;Нужно ли реализовывать полиморфизм в Python через механизм наследования?;;2;29
315;90;Библиотека Python для абстрактным методов;Какая существует библиотека в Python для реализации абстрактных методов?;;2;30
316;91;Множественное наследование;Что такое множественное наследование?;;2;30
317;92;Применение множественного наследования;Где используется множественное наследование?;;2;30
318;93;Последовательность множественного наследования;Важна ли последовательность базовых классов при множественном наследовании?;;2;30
319;94;Понятие MRO;Что такое MRO?;;2;30
320;95;Коллекция _ _ slots _ _;Что такое коллекция _ _ slots _ _ и как она работает?;;2;30
321;96;Особенность коллекции _ _ slots _ _; Какая особенность коллекции _ _ slots _ _ при наследовании?;;2;30
322;97;Вложенные классы;Что такое вложенные классы и для чего они нужны?;;2;30
323;98;Пример вложенного класса;Приведите устно примеры вложенных классов?;;2;31
324;99;Упрощение написания инициализатора;Как можно упростить написание инициализаторов класса?;;2;31
325;100;Пример аннотации класса;Приведите пример аннотации класса?;;2;31
326;101;Инструмент для аннотации класса;Какой инструмент используется для аннотации типов внутри класса:;;2;31
327;102;Обработка исключений except;В обработке исключений что самое главное при написании excpect?;;2;32
328;103;Порядок записи исключений;Какие существуют порядки записи исключений?;;2;32
329;104;Обработка исключений else;Как работает else при обработке исключений?;;2;32
330;105;Обработка исключений finally;Как работает finally при обработке исключений?;;2;32
331;106;Использование finally;В каких ситуациях чаще всего используется блок finally?;;2;32
332;107;Особенность finally; Какая особенность finally в функциях?;;2;32
333;108;Понятие распространения исключений;Что такое распространение исключений?;;2;32
334;109;Оператор raise;Что такое оператор raise?;;2;32
335;110;Оператор with;Что делает оператор with?;;2;33
